dish_id,n_mentions,H_taste,satiety_mean,satiety_pos_rate,satiety_neg_rate,comfort_rate,occasion_special_rate,occasion_everyday_rate,E_composite,log_E,log_DEI,meal_role,calorie_kcal,protein_g,cuisine,category_recipe,H_satiety,H_composite,H_composite_best,log_DEI_composite,rank_original,rank_composite,rank_shift_composite
nachos,500,6.8230120642185215,0.07482277090703153,0.104,0.048,0.032,0.014,0.012,0.2693445432591771,-1.3117638889834855,3.232063146816772,Heavy Main,709.6999999999999,33.135000000000005,Mexican,Mixed/Other,2.4928941035699195,2.4928941035699195,5.523976676023941,3.020861902223272,106.0,106.0,0.0
okonomiyaki,377,7.215562420119025,0.2586364696760539,0.20689655172413793,0.08488063660477453,0.06631299734748011,0.01856763925729443,0.015915119363395226,0.1942506282035568,-1.6386060557444653,3.614906838504788,Full Main,640.1999999999999,32.66,Japanese,Mixed/Other,3.864424142804532,3.864424142804532,6.210220936924677,3.4648025286616027,62.0,56.0,6.0
onigiri,500,7.0846805474758145,0.06075074963481855,0.18,0.132,0.022,0.012,0.014,0.0556931760085771,-2.887897652865271,4.845877526007914,Light Main,257.4,10.29,Japanese,Salad/Cold,2.3878954009876874,2.3878954009876874,5.675645003529376,4.62408186678385,13.0,11.0,2.0
orange_chicken,500,6.438323560714721,0.00200561901436214,0.076,0.068,0.02,0.006,0.006,0.3702907257974551,-0.9934668364816452,2.8556847693582617,Heavy Main,942.65,55.20000000000001,Chinese,Poultry Main,1.9495672902740184,1.9495672902740184,5.09169667958251,2.6210779473708454,142.0,143.0,-1.0
osso_buco,500,7.166162472009659,0.18959432034903848,0.158,0.05,0.006,0.044,0.01,0.934,-0.0682788407532943,2.0376264596360567,Heavy Main,828.7,67.1,Italian,Red Meat Main,3.3492645958857037,3.3492645958857037,6.021093109172472,1.8635476631872006,157.0,157.0,0.0
pad_see_ew,500,6.88666158246994,0.005184397334330294,0.084,0.07,0.04,0.01,0.008,0.2391870645940731,-1.4305093361518917,3.360144912714453,Heavy Main,937.45,37.475,Thai,Poultry Main,1.9732858160590987,1.9732858160590987,5.412648852546687,3.119247930727591,88.0,92.0,-4.0
pad_thai,500,6.77723597407341,0.02561241139777542,0.076,0.062,0.046,0.004,0.008,0.2390955383002528,-1.4308920650840489,3.344426591238025,Heavy Main,996.05,37.61500000000001,Thai,Seafood Main,2.1257099015192837,2.1257099015192837,5.381778152307172,3.11391089623208,91.0,93.0,-2.0
paella,500,7.110911329269409,0.13460461329937812,0.124,0.05,0.012,0.044,0.01,0.2576096497632017,-1.3563098251926804,3.317952706094061,Heavy Main,708.15,47.42,Spanish,Mixed/Other,2.938957662439507,2.938957662439507,5.859325229220438,3.124344273554298,94.0,91.0,3.0
palak_paneer,500,7.230944011926651,0.062360077298759385,0.09,0.056,0.024,0.004,0.012,0.2075051881169707,-1.5725989366506006,3.550976275843415,Heavy Main,726.0400000000001,32.862,Indian,Dairy Main,2.3999034354750393,2.3999034354750393,5.781631838991167,3.327284904573636,66.0,67.0,-1.0
pancake,500,7.161932743549347,0.06329173407996855,0.118,0.088,0.006,0.006,0.008,0.1740145033925502,-1.748616630410514,3.717405901986755,Full Main,569.95,17.735000000000003,American,Mixed/Other,2.4068550134599347,2.4068550134599347,5.735409424522523,3.495275768944543,49.0,50.0,-1.0
paneer_tikka,500,7.10038446187973,0.10260437355164322,0.11,0.054,0.04,0.006,0.004,0.2850173554547919,-1.2552052042349895,3.2152999882822595,Heavy Main,773.09,43.622,Indian,Dairy Main,2.7001871552866183,2.7001871552866183,5.780325269901796,3.009665160405408,110.0,109.0,1.0
panna_cotta,500,7.57038509607315,0.00831168315996613,0.182,0.178,0.006,0.046,0.006,0.0769170517835727,-2.5650276873427966,4.589220754792154,Full Main,664.1,4.8,Italian,Dessert,1.9966201294419217,1.9966201294419217,5.898255606083781,4.33968433455264,18.0,18.0,0.0
papaya_salad,500,7.1934932837486265,-0.0538722557468199,0.102,0.138,0.016,0.002,0.01,0.0108332800613693,-4.52513239573871,6.49824072662393,Side/Snack,146.0,5.715,Thai,Salad/Cold,1.5326332735125519,1.5326332735125519,5.495235280677804,6.229013799907474,2.0,2.0,0.0
pasta_bolognese,500,7.057850429296494,0.15228785978101583,0.17,0.082,0.014,0.026,0.006,0.3871269799507092,-0.949002526202116,2.9031642514551943,Heavy Main,829.4000000000001,43.255,Italian,Red Meat Main,3.0709016029791734,3.0709016029791734,5.861765781401298,2.7174534122850886,133.0,132.0,1.0
pasta_carbonara,500,7.11599924993515,0.19608476828271273,0.194,0.076,0.016,0.022,0.004,0.20538029673412,-1.5828919124076954,3.545237682211284,Heavy Main,978.22,56.308,Italian,Starch/Carb,3.3976932188269595,3.3976932188269595,6.000507440602693,3.3747359514934017,67.0,63.0,4.0
patatas_bravas,500,7.309500757932663,0.09269590059082022,0.14,0.102,0.004,0.028,0.014,0.2824044679241891,-1.264414952226912,3.253658225988599,Full Main,554.35,5.59,Spanish,Mixed/Other,2.6262548618845396,2.6262548618845396,5.904526989118225,3.0401342952161716,104.0,102.0,2.0
peking_duck,500,7.069913066387176,0.007587559575002893,0.082,0.074,0.022,0.018,0.0,0.3637668649375477,-1.0112420974817378,2.967102577390219,Heavy Main,1248.3,62.56499999999999,Chinese,Poultry Main,1.9912170650590908,1.9912170650590908,5.54630426598875,2.724373905411476,130.0,130.0,0.0
penne_arrabbiata,193,7.216155181894648,0.029822026452972893,0.11917098445595854,0.08808290155440414,0.015544041450777202,0.046632124352331605,0.0051813471502590676,0.1413938119152791,-1.9562062894526868,3.932507072213009,Full Main,636.49,18.236,Italian,Starch/Carb,2.1571200387423675,2.1571200387423675,5.698444638948964,3.69639955669747,32.0,33.0,-1.0
pho,500,6.973536778926849,-0.028768210697291914,0.13,0.128,0.044,0.01,0.016,0.395002904915845,-0.9288621598907282,2.8710511081441874,Heavy Main,830.05,33.29,Vietnamese,Red Meat Main,1.7199476691332616,1.7199476691332616,5.3974600459887725,2.6147906409521893,137.0,144.0,-7.0
pita,500,7.041780240535736,0.030491082069264264,0.116,0.098,0.02,0.012,0.022,0.2214726334827755,-1.5074562479978146,3.4593484687306755,Full Main,548.61,14.0,Mediterranean,Starch/Carb,2.1621122122409018,2.1621122122409018,5.5778798320472855,3.2262649937740813,75.0,75.0,0.0
pizza,500,6.83827793765068,-0.10467909297312741,0.04,0.078,0.026,0.012,0.02,0.3198078040607087,-1.140035075938477,3.0625303671555866,Heavy Main,996.0,38.18000000000001,Italian,Starch/Carb,1.1535369171417087,1.1535369171417087,5.132855631497988,2.775697233560619,123.0,127.0,-4.0
pizza_margherita,500,7.12551219201088,-0.031032758679417342,0.096,0.092,0.016,0.014,0.024,0.2942943620278918,-1.2231747811538989,3.186924848337543,Heavy Main,856.09,32.796,Italian,Starch/Carb,1.7030506935347454,1.7030506935347454,5.498773742468039,2.9276998926190574,112.0,117.0,-5.0
pozole,500,7.237013613700866,0.14869713976366045,0.136,0.054,0.04,0.012,0.026,0.1813985581478384,-1.7070586898010562,3.686265445685047,Full Main,405.4,37.2,Mexican,Pork Main,3.044109364972623,3.044109364972623,5.979142339082394,3.4953358259196134,53.0,49.0,4.0
pulled_pork,500,6.971712380170822,0.08703174390617621,0.098,0.046,0.012,0.008,0.022,0.4097443133224298,-0.892221939862241,2.8341240675200154,Full Main,548.1,55.45,American,Pork Main,2.5839916296447996,2.5839916296447996,5.655396155013015,2.624832100913535,143.0,141.0,2.0
quesadilla,500,6.777314955711365,0.0716266850337257,0.08,0.054,0.016,0.008,0.01,0.2259953170821839,-1.487241000799824,3.4007755269538,Full Main,677.4000000000001,41.505,Mexican,Dairy Main,2.4690464370871257,2.4690464370871257,5.484834400124092,3.1892279026626955,82.0,79.0,3.0
quiche,500,7.306136783838272,0.14327241610235295,0.164,0.076,0.006,0.01,0.018,0.3547504593313247,-1.0363406681399348,3.0250365965130257,Heavy Main,1270.4,47.85,French,Egg Dish,3.0036326676108054,3.0036326676108054,6.015385548970031,2.830661113429273,127.0,123.0,4.0
raita,500,6.8586782135963436,0.08907721031105141,0.15,0.082,0.03,0.006,0.008,0.0280594219823921,-3.5734308038645355,5.49899246238172,Side/Snack,111.5,15.926,Indian,Salad/Cold,2.599253923137173,2.599253923137173,5.5808509264585915,5.292772064412565,5.0,5.0,0.0
ramen,500,6.941901822805405,0.07579099765414446,0.126,0.078,0.03,0.008,0.02,0.1942964691225439,-1.6383700950616278,3.5759600125012225,Heavy Main,784.5500000000001,45.43,Japanese,Mixed/Other,2.500118549176253,2.500118549176253,5.6093668407166595,3.362807945609417,64.0,64.0,0.0
ratatouille,500,7.241654368877411,0.11248887718967873,0.18,0.118,0.014,0.012,0.006,0.1346233349410699,-2.005274511707828,3.985171923051277,Light Main,263.85,3.84,French,Mixed/Other,2.7739406010487047,2.7739406010487047,5.901340238528799,3.780453995895464,27.0,28.0,-1.0
ravioli,500,7.221642953634262,0.20162154959292813,0.172,0.076,0.012,0.034,0.004,0.1935701450266944,-1.6421153256040386,3.619247248459304,Heavy Main,719.5,31.24,Italian,Mixed/Other,3.4390060368513415,3.4390060368513415,6.0868518785993855,3.448246340763462,61.0,59.0,2.0
red_curry,500,7.176237165927887,0.006737409431857998,0.088,0.068,0.018,0.002,0.012,0.2608840882697989,-1.3436790765498106,3.314421201306305,Heavy Main,850.05,45.84999999999999,Thai,Poultry Main,1.9848736506836038,1.9848736506836038,5.618828111354601,3.0698021976005796,95.0,97.0,-2.0
ribs,500,7.00398721909523,0.09590198417117857,0.098,0.042,0.026,0.012,0.006,0.5441126977074214,-0.6085988886785316,2.555080303102137,Heavy Main,814.0,83.08999999999999,American,Pork Main,2.6501771264829133,2.6501771264829133,5.697844191311535,2.3486867799282116,150.0,150.0,0.0
risotto,500,7.0815280063152315,0.11572798636957381,0.164,0.094,0.02,0.032,0.006,0.1798937436216193,-1.7153889156085966,3.672945269298309,Full Main,502.4,15.500000000000002,Italian,Starch/Carb,2.7981092868993116,2.7981092868993116,5.796502390490455,3.472643615139221,56.0,54.0,2.0
samgyeopsal,500,7.223038626670838,0.10645053591589396,0.13,0.068,0.024,0.014,0.008,0.274564609930532,-1.2925686725753445,3.2698390516440545,Full Main,568.5,56.93000000000001,Korean,Pork Main,2.728885382098169,2.728885382098169,5.874792653299036,3.0632394389272695,101.0,99.0,2.0
samosa,500,7.343216485738754,0.09991849926565541,0.122,0.06,0.018,0.008,0.006,0.2564875522755967,-1.3606751446888634,3.354422623158337,Full Main,551.91,8.113999999999999,Indian,Mixed/Other,2.680146444014772,2.680146444014772,5.944295473221559,3.1431071603610325,90.0,88.0,2.0
sashimi,500,7.111825874567032,-0.01429495746616415,0.07,0.078,0.022,0.014,0.008,0.0629854347994419,-2.7648517729796307,4.726635271191234,Light Main,317.3,31.73,Japanese,Seafood Main,1.8279401729829607,1.8279401729829607,5.52666016409181,4.474435457436279,15.0,15.0,0.0
satay,500,7.066363778352738,-0.0002476089207277488,0.092,0.08,0.008,0.008,0.002,0.2351079257839079,-1.4477106116100291,3.403005160546983,Full Main,544.34,45.294,Thai,Poultry Main,1.9327547794605473,1.9327547794605473,5.526281078685081,3.157225701581544,81.0,87.0,-6.0
scallion_pancake,500,6.964431890964508,0.06653151260772884,0.148,0.104,0.032,0.006,0.006,0.145579254449721,-1.9270346365462363,3.867788658452179,Full Main,601.0,10.44,Chinese,Starch/Carb,2.431028693664663,2.431028693664663,5.604410931774554,3.6505885906292814,38.0,37.0,1.0
shawarma,500,7.1584102356433865,0.06982441620318239,0.118,0.068,0.024,0.0,0.02,0.3031312637237955,-1.1935893536728055,3.1618199660166395,Full Main,551.8,57.934000000000005,Mediterranean,Poultry Main,2.4555987677544255,2.4555987677544255,5.747566795276698,2.9423659528832147,115.0,113.0,2.0
souffle,500,7.419460524082184,0.12039559350238631,0.17,0.11,0.014,0.048,0.01,0.2974611158696626,-1.212471765497946,3.2165160427053348,Full Main,637.5999999999999,31.76,French,Egg Dish,2.832936742289579,2.832936742289579,6.043503389544402,3.0114556406730113,109.0,108.0,1.0
soup,500,6.73338640165329,0.0489513724421946,0.118,0.082,0.034,0.01,0.006,0.1268497208512982,-2.0647521935597,3.971773003122844,Light Main,224.2,13.89,Other,Mixed/Other,2.2998540832169203,2.2998540832169203,5.403326706122379,3.7517670141342365,29.0,29.0,0.0
spanakopita,500,7.365290198564529,0.11443929934850929,0.172,0.106,0.018,0.012,0.006,0.2741309781639822,-1.2941492643141377,3.290888314228732,Full Main,652.5999999999999,28.53,Mediterranean,Mixed/Other,2.7884937197658592,2.7884937197658592,5.992251254924928,3.08461644137974,98.0,95.0,3.0
spring_rolls,500,6.8453974871635435,-0.013142361650453663,0.092,0.088,0.026,0.006,0.008,0.2903988081034614,-1.2365001003668423,3.1600185591072547,Full Main,613.9,22.545,Chinese,Mixed/Other,1.8365402925329706,1.8365402925329706,5.342740328774371,2.9122387918946235,116.0,120.0,-4.0
steak,500,6.761370492219925,0.06178359336037715,0.122,0.072,0.016,0.042,0.004,0.7815011469219191,-0.2465386615312551,2.157709469639796,Heavy Main,745.02,65.663,American,Red Meat Main,2.3956019876290817,2.3956019876290817,5.4516399408426715,1.9424551315197405,156.0,156.0,0.0
sundubu_jjigae,280,7.118769274864878,0.09289883511492077,0.12142857142857143,0.06428571428571428,0.060714285714285714,0.0035714285714285713,0.010714285714285714,0.1660415503417002,-1.795517218682975,3.7582844848047112,Light Main,274.45,24.75,Korean,Plant Protein,2.6277690623911703,2.6277690623911703,5.771469211122765,3.548443896101147,46.0,47.0,-1.0
sushi,500,6.973915680646896,-0.08045507022495067,0.056,0.09,0.028,0.036,0.012,0.0640243446175479,-2.748491883301179,4.690680831554638,Light Main,304.15000000000003,20.05,Japanese,Seafood Main,1.3342850066079663,1.3342850066079663,5.282026478435217,4.412801710119862,16.0,16.0,0.0
sweet_and_sour,500,6.415947596073151,0.002216492955480461,0.08,0.08,0.032,0.006,0.004,0.3685525819004364,-0.9981718858078552,2.8569667563720684,Heavy Main,982.3,48.7,Chinese,Pork Main,1.9511407309189348,1.9511407309189348,5.076505536526885,2.622795024185309,141.0,142.0,-1.0
tabbouleh,500,7.3562949101924895,0.03807065224575228,0.132,0.114,0.022,0.01,0.014,0.0422978507033765,-3.1630190050156988,5.158535311757774,Full Main,426.1,7.3,Mediterranean,Mixed/Other,2.218667345243274,2.218667345243274,5.8150066407077246,4.923460932981843,10.0,10.0,0.0
taco,500,7.050286285638809,0.05495743621468662,0.086,0.07,0.018,0.008,0.024,0.418539769036379,-0.870983366001421,2.824010982825598,Full Main,528.6,36.815000000000005,Mexican,Red Meat Main,2.344668462867061,2.344668462867061,5.638600938807285,2.6006193402441324,145.0,145.0,0.0
takoyaki,500,7.143663384199143,0.02704099253939648,0.11,0.092,0.034,0.006,0.012,0.1512882831212846,-1.888568102552826,3.854840946127024,Light Main,330.8,20.140000000000004,Japanese,Mixed/Other,2.1363692917733226,2.1363692917733226,5.6414751564713965,3.618713686429735,39.0,39.0,0.0
tamale,500,7.246568392515183,0.0791536733326283,0.11,0.056,0.02,0.002,0.012,0.1372645889738489,-1.985844909349968,3.966432499477112,Full Main,429.19999999999993,25.765,Mexican,Mixed/Other,2.5252092292296453,2.5252092292296453,5.8301606435295215,3.7488894639690287,30.0,30.0,0.0
tandoori_chicken,500,7.061005901098252,0.05308070344096142,0.102,0.08,0.026,0.0,0.012,0.2790571517430138,-1.276338673181596,3.230925357715805,Full Main,519.3899999999999,68.57200000000002,Indian,Poultry Main,2.3306651791508965,2.3306651791508965,5.641903684514046,3.006560214455468,107.0,110.0,-3.0
tapas,500,7.397435901165008,0.11395572581282588,0.138,0.064,0.012,0.022,0.014,0.1942673219562087,-1.6385201201903663,3.639594632796097,Full Main,486.8999999999999,19.76,Spanish,Mixed/Other,2.7848855249751,2.7848855249751,6.013670788308035,3.4325554623717744,60.0,61.0,-1.0
tempura,500,6.976093923807144,-0.07745286408349404,0.076,0.14,0.014,0.01,0.01,0.3320592974999239,-1.1024417190864853,3.044917405693164,Heavy Main,749.3,36.7,Japanese,Seafood Main,1.3566860351197563,1.3566860351197563,5.290271557200928,2.768311297703593,125.0,129.0,-4.0
teriyaki,500,6.712053010463714,0.045914545081794426,0.084,0.054,0.016,0.006,0.014,0.2907920050126571,-1.23514702677961,3.139043995944516,Full Main,605.1,53.32000000000001,Japanese,Poultry Main,2.277194727702878,2.277194727702878,5.381595525635463,2.918131923089515,119.0,118.0,1.0
thai_iced_tea,500,7.215509473085404,-0.03820037572536992,0.07,0.084,0.024,0.006,0.006,0.0243759548418201,-3.71415808986772,5.690458872628042,Side/Snack,165.0,2.64,Thai,Beverage,1.6495693580625344,1.6495693580625344,5.545727438578543,5.427185890267351,4.0,4.0,0.0
tikka_masala,500,7.079414768695831,0.026236462467157582,0.08,0.056,0.022,0.006,0.008,0.2352417448800396,-1.44714159197171,3.4042742467637623,Heavy Main,723.7900000000001,57.232000000000006,Indian,Poultry Main,2.1303662725808854,2.1303662725808854,5.594700219861347,3.1689613522932305,80.0,82.0,-2.0
tiramisu,500,7.448100246667862,0.06913645082917731,0.18,0.124,0.006,0.06,0.008,0.1078809838214075,-2.226726661161836,4.234672201136602,Full Main,625.85,10.765,Italian,Dessert,2.4504654986742636,2.4504654986742636,5.948809822269782,4.009917830840107,22.0,23.0,-1.0
tom_kha,500,7.207190975427627,0.03320656415308105,0.086,0.07,0.02,0.012,0.014,0.1858816088936304,-1.682645319252838,3.657698095195142,Full Main,548.9,29.835000000000004,Thai,Soup/Stew,2.182373842760823,2.182373842760823,5.699745835627586,3.4230669028583938,58.0,62.0,-4.0
tom_yum,500,7.086130287885666,0.007524555987121356,0.076,0.068,0.024,0.002,0.006,0.1541886022669634,-1.869578735844416,3.827699742287696,Side/Snack,160.3,27.715,Thai,Soup/Stew,1.9907469623739384,1.9907469623739384,5.557515290232147,3.5847298539756847,42.0,45.0,-3.0
tteokbokki,500,6.905516568422318,0.04321183076475694,0.136,0.098,0.048,0.014,0.012,0.1505269670921717,-1.8936130275079344,3.826003626475735,Light Main,320.3,12.544999999999998,Korean,Starch/Carb,2.257028364161364,2.257028364161364,5.510970107144031,3.6003536981780324,43.0,44.0,-1.0
udon,500,6.9405572681427,-0.04079509946909412,0.104,0.108,0.032,0.008,0.014,0.1444559831100882,-1.9347804329893687,3.872226289346816,Heavy Main,793.9,25.68,Japanese,Starch/Carb,1.6302087686077469,1.6302087686077469,5.347452718282214,3.611400753088745,37.0,41.0,-4.0
vindaloo,500,7.32528520822525,0.06926493264304465,0.096,0.05,0.018,0.008,0.016,0.2360593776690798,-1.4436719053098617,3.434965060212993,Heavy Main,718.89,58.352,Indian,Pork Main,2.4514241686123284,2.4514241686123284,5.863126896341373,3.21235496664315,79.0,78.0,1.0
waffle,500,7.265546613931656,0.039110433549268485,0.114,0.09,0.032,0.008,0.01,0.1785825277098203,-1.7227044444976627,3.705910378296673,Full Main,625.15,17.78,American,Mixed/Other,2.2264256967783194,2.2264256967783194,5.753810338785654,3.472566747454585,52.0,55.0,-3.0
wonton_soup,500,6.753461321592331,0.04345516199640383,0.126,0.09,0.028,0.006,0.008,0.1715262451683963,-1.763018991032632,3.673005841625337,Full Main,408.72,33.800000000000004,Chinese,Mixed/Other,2.2588439856080935,2.2588439856080935,5.40507612079706,3.4503575254283447,55.0,58.0,-3.0
xiao_long_bao,500,7.102329231262207,0.08379329836608215,0.124,0.08,0.046,0.014,0.014,0.1355547936033021,-1.9983793395660985,3.9587557740869945,Full Main,447.82,28.46,Chinese,Mixed/Other,2.5598278955574636,2.5598278955574636,5.7395788305507836,3.745765172737031,31.0,32.0,-1.0
yakitori,500,6.842002369880676,-0.057684265063201505,0.098,0.112,0.026,0.024,0.008,0.2192980503856408,-1.5173235137681689,3.440403600323582,Light Main,338.35,36.645,Japanese,Poultry Main,1.5041898804342733,1.5041898804342733,5.240658623046755,3.1737706956237512,77.0,81.0,-4.0
