category,from_dish,to_dish,from_E,to_E,E_reduction_pct,E_ratio,from_H,to_H,H_change,from_cuisine,to_cuisine,sub_score
Wrapped/Stuffed,galette,sushi,0.1892821171027535,0.0640243446175479,66.17517513141946,2.956408507317617,7.647886563945749,6.974,-0.6738865639457492,French,Japanese,0.9641245367013668
Wrapped/Stuffed,galette,tamale,0.1892821171027535,0.1372645889738489,27.48148051443571,1.3789581021425326,7.647886563945749,7.247,-0.4008865639457495,French,Mexican,0.8261523267494608
Wrapped/Stuffed,galette,xiao_long_bao,0.1892821171027535,0.1355547936033021,28.384785801125112,1.3963513356575432,7.647886563945749,7.102,-0.5458865639457491,French,Chinese,0.6341019029743896
Wrapped/Stuffed,galette,char_siu_bao,0.1892821171027535,0.1231648026379331,34.93056580137891,1.5368198791271976,7.647886563945749,7.066637585401535,-0.5812489785442141,French,Chinese,0.6435448941780715
Wrapped/Stuffed,galette,dim_sum_items,0.1892821171027535,0.1454589858508505,23.15228291118132,1.3012748301217911,7.647886563945749,6.851997286319732,-0.7958892776260171,French,Chinese,0.26560414558324064
Wrapped/Stuffed,galette,pierogi,0.1892821171027535,0.1424313635192919,24.751811898864307,1.3289356531162873,7.647886563945749,7.398370579957962,-0.24951598398778696,French,Polish,0.9973449659725245
Wrapped/Stuffed,gozleme,club_sandwich,0.1698328688860818,0.0745333152011155,56.113727754837626,2.278616863181473,7.829094552993775,6.95,-0.8790945529937746,Turkish,American,0.27549719039887915
Wrapped/Stuffed,gozleme,fresh_spring_roll,0.1698328688860818,0.0531295222848464,68.71658434947365,3.1965818923713814,7.829094552993775,7.119,-0.710094552993775,Turkish,Vietnamese,0.9267065023999299
Wrapped/Stuffed,gozleme,onigiri,0.1698328688860818,0.0556931760085771,67.20706870592039,3.049437670064398,7.829094552993775,7.085,-0.7440945529937748,Turkish,Japanese,0.7803677100754516
Wrapped/Stuffed,gozleme,sushi,0.1698328688860818,0.0640243446175479,62.30155856314641,2.6526295567816516,7.829094552993775,6.974,-0.8550945529937746,Turkish,Japanese,0.3843804716673709
