dish_id,category_recipe,H_mean,E_composite,log_DEI,within_rank,n_in_category,protein_g,calorie_kcal
bibimbap,Starch/Carb,5.4794,0.4103771234250521,2.59167433473538,54,58,36.14,676.3
blini,Starch/Carb,4.6633,0.1563061924550484,3.395661775326203,30,58,15.155,492.55
boat_noodles,Starch/Carb,4.0257,0.2884333857069896,2.635989927250692,53,58,22.97,722.1999999999999
bruschetta,Starch/Carb,5.9191,0.2200736836601747,3.291977273288418,34,58,8.336,367.14
bun_rieu,Starch/Carb,4.6633,0.1646911696881013,3.343406609779516,31,58,20.0,632.6999999999999
char_kway_teow,Starch/Carb,7.0959,0.23130799903834,3.423522279845582,29,58,28.885,1044.95
char_siu_bao,Starch/Carb,8.5603,0.1231648026379331,4.241367197843122,1,58,24.91,524.6
chow_fun,Starch/Carb,5.4249,0.372484261208624,2.67855995992099,51,58,27.855,900.95
chow_mein,Starch/Carb,1.0,0.19426553805153,1.6385293029641408,58,58,41.04500000000001,856.5500000000001
congee,Starch/Carb,2.4568,0.1429436030199488,2.8441648011325986,45,58,14.31,221.02
cornbread,Starch/Carb,3.9581,0.2367189718162237,2.816645726506009,46,58,12.5,495.35
couscous,Starch/Carb,6.5556,0.1117052975911571,4.072210793281601,3,58,24.05,787.6
dan_dan_noodles,Starch/Carb,10.0,0.1768632843021446,4.034963342933478,5,58,42.065,918.75
dolma,Starch/Carb,6.8883,0.1463439103506557,3.851620197070512,14,58,4.57,326.9
dosa,Starch/Carb,1.3336,0.1613769949862088,2.1118941199219696,57,58,12.32,333.20000000000005
elote,Starch/Carb,9.5986,0.1805572994317562,3.973324357715638,7,58,11.02,385.55
focaccia,Starch/Carb,3.6628,0.2253479434420961,2.788337538199818,47,58,12.0,613.6
fried_rice,Starch/Carb,3.1966,0.2050187887838639,2.746741396391774,49,58,15.32,546.3000000000001
galette,Starch/Carb,5.2167,0.1892821171027535,3.3163817118571552,33,58,26.435,704.25
gozleme,Starch/Carb,6.9238,0.1698328688860818,3.707905201574196,17,58,21.76,616.4000000000001
grilled_cheese,Starch/Carb,7.4912,0.1882054209607936,3.683950246305133,19,58,22.335,561.3499999999999
hu_tieu,Starch/Carb,2.798,0.1931435082000524,2.6732266768252524,52,58,31.87,743.7500000000001
idli,Starch/Carb,2.8199,0.1159702392454211,3.191123102349952,37,58,15.400000000000002,306.0
injera,Starch/Carb,6.5556,0.1348193172949901,3.884139433603116,12,58,15.0,546.0
jjajangmyeon,Starch/Carb,7.4181,0.2009040454731696,3.6088508303126208,23,58,49.68,1011.0
kimbap,Starch/Carb,8.3893,0.1364470620417334,4.118775647790825,2,58,16.53,372.9
lagman,Starch/Carb,5.9359,0.2345345114302771,3.2311711910079106,36,58,41.05,958.75
laksa,Starch/Carb,6.1523,0.1932544214695525,3.460573707888148,26,58,23.58,872.5500000000001
lo_mein,Starch/Carb,2.3516,0.1958151798842702,2.485679971937965,55,58,40.11500000000001,847.2500000000001
manakish,Starch/Carb,7.4181,0.2410900318939242,3.426507798629508,28,58,17.5,617.5
mee_goreng,Starch/Carb,3.6628,0.1954133635557322,2.9308660331971508,41,58,41.155,875.5500000000001
naan,Starch/Carb,3.2794,0.2138116130018896,2.730320443572304,50,58,13.09,472.75
nasi_goreng,Starch/Carb,7.2606,0.2281692407185525,3.460130111580727,27,58,27.975,600.6
nasi_lemak,Starch/Carb,5.4694,0.1665603804553572,3.491566311127754,25,58,24.1,595.9
pasta_carbonara,Starch/Carb,3.9581,0.20538029673412,2.958656024554405,40,58,56.308,978.22
pastelitos,Starch/Carb,6.9238,0.3065621564613411,3.1172995016977154,38,58,29.38,782.2
penne_arrabbiata,Starch/Carb,7.4601,0.1413938119152791,3.96577510840425,9,58,18.236,636.49
pierogi,Starch/Carb,7.5688,0.1424313635192919,3.9729295892304752,8,58,19.455,662.05
pita,Starch/Carb,4.6139,0.2214726334827755,3.036529734345893,39,58,14.0,548.61
pizza,Starch/Carb,5.6406,0.3198078040607087,2.8700255187689,44,58,38.18000000000001,996.0
pizza_margherita,Starch/Carb,2.5585,0.2942943620278918,2.1625959304169085,56,58,32.796,856.09
polenta,Starch/Carb,2.798,0.1501811407834025,2.9248179844751845,43,58,14.13,423.8
pretzel,Starch/Carb,5.7087,0.207120970625836,3.3164435842467626,32,58,12.09,527.85
pupusa,Starch/Carb,7.5688,0.1955979718318633,3.6557284248010298,21,58,31.21,463.50000000000006
risotto,Starch/Carb,8.4772,0.1798937436216193,3.852769122208879,13,58,15.500000000000002,502.4
scallion_pancake,Starch/Carb,8.4333,0.145579254449721,4.059222791034619,4,58,10.44,601.0
simit,Starch/Carb,7.9826,0.2085930123056449,3.64463440796396,22,58,12.685,469.3
sopes,Starch/Carb,8.2292,0.1586691847014456,3.948622648195598,10,58,16.685000000000002,339.8
spaetzle,Starch/Carb,2.2532,0.139575093353475,2.7815039469834124,48,58,18.685,575.65
tahdig,Starch/Carb,8.6612,0.1874786263494951,3.832943713976035,15,58,8.694,424.2000000000001
tonkotsu_ramen,Starch/Carb,8.5603,0.1856153352164573,3.831214073223131,16,58,44.855,769.9000000000001
tteokbokki,Starch/Carb,5.2591,0.1505269670921717,3.553572936956225,24,58,12.544999999999998,320.3
udon,Starch/Carb,5.7463,0.1444559831100882,3.683336602416766,20,58,25.68,793.9
uttapam,Starch/Carb,6.5556,0.1644797233120192,3.685287625122614,18,58,15.800000000000002,317.6
wonton_noodle,Starch/Carb,8.4548,0.1706561372336773,3.902838967838976,11,58,40.14,704.6000000000001
