dish_id,H_original,H_within,n_mentions
paella,7.110911329269409,-0.05440893000513074,500
palak_paneer,7.230944011926651,0.1829545275053243,500
pancake,7.161932743549347,0.054129016312123496,500
paneer_tikka,7.10038446187973,-0.09250030912582173,500
panna_cotta,7.57038509607315,0.1166355167696168,500
papaya_salad,7.1934932837486265,0.054095213187980294,500
pasta_bolognese,7.057850429296494,-0.0978760797112942,500
pasta_carbonara,7.11599924993515,-0.05408565570434384,500
patatas_bravas,7.309500757932663,0.008473031106126646,500
peking_duck,7.069913066387176,0.10600249116554837,500
penne_arrabbiata,7.216155181894648,0.11677884763333674,193
pho,6.973536778926849,-0.036325467263080925,500
pita,7.041780240535736,-0.06546418719892223,500
pizza,6.83827793765068,-0.026354814860644865,500
pizza_margherita,7.12551219201088,0.04304514904626043,500
pozole,7.237013613700866,0.04955656167083243,500
pulled_pork,6.971712380170822,-0.05865380379676239,500
quesadilla,6.777314955711365,-0.036494660976663915,500
quiche,7.306136783838272,-0.017922277221502043,500
raita,6.8586782135963436,-0.1869313912750162,500
ramen,6.941901822805405,-0.04815378200740198,500
ratatouille,7.241654368877411,-0.009026936406406333,500
ravioli,7.221642953634262,0.06347582295413773,500
red_curry,7.176237165927887,0.013677318311639307,500
ribs,7.00398721909523,0.022064237751997305,500
risotto,7.0815280063152315,-0.05979881506287145,500
samgyeopsal,7.223038626670838,0.0251429494552344,500
samosa,7.343216485738754,0.19934299332548328,500
sashimi,7.111825874567032,0.06456716433745664,500
satay,7.066363778352738,-0.03678111724315403,500
scallion_pancake,6.964431890964508,-0.0202986892208334,500
shawarma,7.1584102356433865,-0.1308700836262712,500
souffle,7.419460524082184,0.08914121236177826,500
soup,6.73338640165329,-0.15039096472483615,500
spanakopita,7.365290198564529,0.032775301590866335,500
spring_rolls,6.8453974871635435,0.020087716874136848,500
steak,6.761370492219925,-0.09498218920780192,500
sundubu_jjigae,7.118769274864878,0.0020986660511433243,280
sushi,6.973915680646896,0.11563886003847822,500
sweet_and_sour,6.415947596073151,-0.09562097658663828,500
tabbouleh,7.3562949101924895,0.07663112968178963,500
taco,7.050286285638809,0.09650280028486226,500
takoyaki,7.143663384199143,-0.021649896506070854,500
tamale,7.246568392515183,0.055304332902656905,500
tandoori_chicken,7.061005901098252,-0.042101824484682034,500
tapas,7.397435901165008,0.08251922764588143,500
tempura,6.976093923807144,-0.030257802311847572,500
teriyaki,6.712053010463714,-0.020328608861866087,500
thai_iced_tea,7.215509473085404,0.08397555244952945,500
tikka_masala,7.079414768695831,0.004401595466250616,500
tiramisu,7.448100246667862,0.22324790355640747,500
tom_kha,7.207190975427627,0.02853495146352985,500
tom_yum,7.086130287885666,-0.004462375808118914,500
tteokbokki,6.905516568422318,-0.25452371503965593,500
udon,6.9405572681427,-0.10465049405327258,500
vindaloo,7.32528520822525,0.20553090733399987,500
waffle,7.265546613931656,0.06991191418892714,500
wonton_soup,6.753461321592331,-0.07479444542921468,500
xiao_long_bao,7.102329231262207,0.029453782272154953,500
yakitori,6.842002369880676,-0.11880463003193344,500
