dish_id,cuisine,H_mean,E_composite,log_DEI,NDI,log_NDI,log_DEI_N,calorie_kcal,protein_g,meal_role,rank_DEI,rank_DEI_N,rank_shift_N,is_pareto_3d
buffalo_wings,American,6.761,0.386292331318037,2.8623316692384835,3.1903121831302403,1.1601187750587094,3.442391056767838,877.2,62.02,Heavy Main,288.0,307.0,19,False
brownie,Other,7.362,0.3645830754384144,3.0053324723044224,2.336284025996903,0.8485616440462216,3.429613294327533,1135.3999999999999,15.31,Heavy Main,268.0,308.0,40,False
orange_chicken,Chinese,6.438,0.3702907257974551,2.8556847693582617,3.1139524148594324,1.1358927922608284,3.4236311654886755,942.65,55.20000000000001,Heavy Main,292.0,309.0,17,False
gulab_jamun,Indian,7.248688142299652,0.2775554568444898,3.2625550278814464,1.3529527852282468,0.30228945222221776,3.413699753992555,723.1499999999999,7.4350000000000005,Heavy Main,218.0,310.0,92,False
suya,African,7.456613793517604,0.655841093852841,2.4309381504490712,6.751536287210127,1.909770077093123,3.3858231889956327,794.7,61.160000000000004,Heavy Main,320.0,311.0,-9,False
pastitsio,Greek,7.142915196390958,0.5295074333734805,2.6019290593969253,4.746911559690789,1.5574942086163523,3.3806761637051013,1186.3,60.78,Heavy Main,312.0,312.0,0,False
bulgogi,Korean,7.375,0.6615588732726678,2.4112522019569065,6.93971600973789,1.9372608528943873,3.3798826284040997,685.5000000000001,55.0,Full Main,322.0,313.0,-9,False
churro,Mexican,7.396,0.3234748223106578,3.1295733106191377,1.6484727309772629,0.49984924167446043,3.379497931456368,1020.5500000000001,13.434999999999999,Heavy Main,256.0,314.0,58,False
jalebi,Indian,7.204847073554992,0.2667636352741989,3.296146277984084,1.1723845869273155,0.1590397831691686,3.3756661695686683,800.4000000000001,10.0,Heavy Main,205.0,315.0,110,False
churros_spanish,Spanish,7.323,0.3234748223106578,3.119654077173192,1.6484727309772629,0.49984924167446043,3.3695786980104225,1020.5500000000001,13.434999999999999,Heavy Main,257.0,316.0,59,False
massaman_curry,Thai,7.313,0.5748645506702768,2.5432744162748624,5.138990161751923,1.636856593579757,3.3617027130647408,1186.2,54.849999999999994,Heavy Main,315.0,317.0,2,False
ribs,American,7.004,0.5441126977074214,2.555080303102137,4.905990405990406,1.5904569902678152,3.3503087982360444,814.0,83.08999999999999,Heavy Main,314.0,318.0,4,False
meatloaf,American,7.231257490158081,0.7061207571069935,2.3263819598177347,7.5282196718109216,2.018658582491089,3.335711251063278,681.1,59.97,Full Main,323.0,319.0,-4,False
lasagna,Italian,6.885,0.5943961798471784,2.449554344685682,5.635534435016224,1.7290919850559574,3.3141003372136604,1042.0500000000002,63.81,Heavy Main,318.0,320.0,2,False
asado,South American,7.520690446615219,0.7671063086509742,2.2827878324803894,7.790044444444445,2.052846565186593,3.3092111150736856,625.0,65.0,Full Main,324.0,321.0,-3,False
korean_fried_chicken,Korean,6.228,0.3907836556182036,2.7686564365406108,2.9301046339696315,1.0750381336437782,3.3061755033624998,1102.2,65.83999999999999,Heavy Main,302.0,322.0,20,False
birria,Mexican,7.432018946647644,0.7940919484839885,2.2363535711457088,8.408615453875916,2.1292568295013665,3.300981985896392,702.6,58.74399999999999,Heavy Main,326.0,323.0,-3,False
cannoli,Italian,7.345049713134766,0.2979839265015034,3.2047423097448764,1.1975350042642692,0.18026528099410005,3.2948749502419266,766.8,7.4399999999999995,Heavy Main,241.0,324.0,83,False
picanha,South American,7.4037401378154755,0.7671063086509742,2.2671151805794216,7.790044444444445,2.052846565186593,3.2935384631727183,625.0,65.0,Full Main,325.0,325.0,0,False
stroganoff,Russian,7.262296635627747,0.6202507674104062,2.460327538958167,4.682940391708427,1.5439262014653503,3.232290639690842,1126.25,63.17499999999999,Heavy Main,317.0,326.0,9,False
rendang,Indonesian,7.391364791154862,0.8130001292883734,2.20733640912256,7.221964945348976,1.977127068973225,3.195899943609172,820.56,57.497,Heavy Main,327.0,327.0,0,False
churrasco,South American,7.089513427972793,0.780599999224528,2.2063091354875906,6.82893761883843,1.9211691151939925,3.166893693084586,720.85,65.32,Heavy Main,328.0,328.0,0,False
steak,American,6.761,0.7815011469219191,2.157709469639796,6.6841435597979055,1.8997380886290525,3.1075785139543224,745.02,65.663,Heavy Main,330.0,329.0,-1,False
beef_bourguignon,French,7.344,0.8163411367437777,2.196806604963821,5.942043306127021,1.782053065153713,3.087833137540677,843.3499999999998,66.185,Heavy Main,329.0,330.0,1,False
pot_roast,American,7.005320341110229,0.9118051850146176,2.038998833743444,7.67392984082831,2.037828849331614,3.057913258409251,719.0,67.39999999999999,Heavy Main,332.0,331.0,-1,False
oxtail_stew,Caribbean,7.316158144950867,0.928986539843908,2.0637463757474768,7.254965805969722,1.9816861731575353,3.054589462326245,804.35,74.98999999999998,Heavy Main,331.0,332.0,1,False
brisket,American,7.046,0.9792094431862688,1.9734698034127955,7.781761490015912,2.0517827251612824,2.9993611659934367,649.47,65.85799999999999,Full Main,334.0,333.0,-1,False
osso_buco,Italian,7.166,0.934,2.0376264596360567,6.367642185791094,1.8512292575461697,2.9632410884091414,828.7,67.1,Heavy Main,333.0,334.0,1,False
