dish_id,H_foodcom_bert,H_foodcom_bert_std,n_foodcom_bert,H_foodcom_bert_ci95,H_foodcom_bert_cal,H_foodcom_star
tootsie_roll,6.849182796478272,1.7165419331455893,15,0.8686900738315682,8.390970197003558,8.666666666666666
tortilla,6.842933730284373,1.5216013047366348,60,0.38501825217041424,8.385382196790212,8.3
tortilla_espanola,7.22803558409214,1.3445393497693048,32,0.46585911697907306,8.729745526360603,8.8125
tortillitas_de_camarones,7.342692118424636,1.3935295488434496,13,0.7575312919053342,8.832272963009736,8.923076923076923
tostada,7.980707168579102,0.08610850112550945,5,0.07547742908724446,9.402794721902339,10.0
treacle_tart,6.641873598098755,2.394104862188917,5,2.098525437109936,8.205591484596283,8.0
tres_leches_cake,7.3555401356852785,1.1995017847218723,196,0.16793024986106214,8.843761835261336,8.295918367346939
tuna_pot,6.470574045181275,1.8590885050671286,25,0.7287626939863144,8.052413088249148,7.2
tzatziki,7.447582047699876,1.0347442357785153,237,0.13173916733126043,8.926066968222846,9.316455696202532
ugali,7.721856594085693,0.5871442678719329,5,0.5146546422599072,9.171327008069278,8.8
vegetarian_chili,7.369169751664142,1.0227719128430504,572,0.08381791433711759,8.855949623745964,8.951048951048952
vienna_bread,7.174747800827026,1.6820184736605897,10,1.0425258508764899,8.68209486384325,8.6
vienna_sausage,6.300345134735108,1.7383166109889951,5,1.5237016905666727,7.90019207500094,8.8
vindaloo,6.5322426521416865,1.7654027471436204,33,0.6023416571994016,8.107557997609817,7.454545454545454
waffle,7.564559376030638,1.0554785770697592,114,0.19375506690354652,9.030669690515472,9.105263157894736
walnut_pie,7.4057436086298,1.188121728283363,123,0.20997348379761283,8.88865446542718,8.747967479674797
white_bread,7.442654202103615,1.1261954831306586,1000,0.0698023192188177,8.921660421486292,8.806
whole_wheat_bread,7.353796429038048,1.210004782313315,1000,0.07499687339940347,8.842202588997273,8.844
wiener_schnitzel,7.399513777564554,1.1371341099382586,68,0.2702796214619295,8.883083665528199,8.470588235294118
wonton_soup,7.359820664507671,1.1029300297767415,103,0.21300285302070526,8.8475895425108,9.029126213592233
yakisoba,7.227389769475968,1.1257624027430124,61,0.2825126469622321,8.729168030123407,8.262295081967213
yakitori,7.3712855445014105,0.957703541483533,36,0.31284982355128743,8.857841594555556,9.5
yorkshire_pudding,7.486373734147581,1.0865610700054764,365,0.11147148324963291,8.960755023272954,8.717808219178082
zucchini_slice,7.245748143196106,1.3458055541909906,50,0.37303826754257186,8.745584338269564,9.08
