dish_id,H_mean,H_median,H_std,H_n,H_q25,H_q75,H_ci95,H_iqr,cuisine,cook_method_h,E_carbon,E_carbon_ingredients,E_carbon_cooking,E_water,E_water_ingredients,E_energy,E_land,cook_method_e,n_ingredients,total_grams,missing_ingredients,E_carbon_norm,E_water_norm,E_energy_norm,E_composite_equal,E_composite_carbon_first,E_composite_water_first,E_composite_energy_first,E_composite,DEI,log_H,log_E,log_DEI,Z_H,Z_E,DEI_z,DEI_equal,log_DEI_equal,DEI_carbon_first,log_DEI_carbon_first,DEI_water_first,log_DEI_water_first,DEI_energy_first,log_DEI_energy_first,DEI_tier
tandoori_chicken,7.061,7.95,1.692,500,6.989,8.017,0.148,1.027,Indian,roast,2.2714,1.9769,0.285,1231.8,1230.8,0.6,3.6885,grill,8,355,,0.1435294380873234,0.2876420171417181,0.406,0.2790571517430138,0.2451752233290912,0.2812033680926899,0.3107928638072604,0.2790571517430138,25.303060523252732,1.9545866845342097,-1.276338673181596,3.2309253577158055,0.005180639179200606,0.18351690007646349,-0.17833626089726287,25.303060523252732,3.2309253577158055,28.799810617577112,3.360368811341707,25.10994106469081,3.2232638260815465,22.719311870619112,3.1232153060095564,D
tapas,7.397,7.948,1.232,500,7.468,8.025,0.108,0.557,Spanish,stir_fry,1.37,1.123,0.2375,699.4,698.4,0.5,3.836,pan_fry,6,170,,0.0864824522150482,0.1563195136535778,0.34,0.1942673219562087,0.1673211045209185,0.1847803698805509,0.2307004914671565,0.1942673219562087,38.07639867330552,2.0010745126057308,-1.6385201201903663,3.639594632796097,1.2384980057506236,-0.3450710973375907,1.5835691030882144,38.07639867330552,3.639594632796097,44.20841005789097,3.788915043787042,40.031308546366176,3.6896618616125014,32.063217347125025,3.4677094960803183,B
tempura,6.976,7.904,1.748,500,6.85,8.017,0.153,1.167,Japanese,deep_fry,2.3195,1.835,0.475,793.8,792.8,1.0,1.231,deep_fry,4,240,,0.1465735472735408,0.1796043452262307,0.67,0.3320592974999239,0.2856878599433281,0.2939455594315006,0.4165444731249429,0.3320592974999239,21.008295965577048,1.9424756866066786,-1.1024417190864853,3.044917405693164,-0.30681928986416496,0.5139374016240768,-0.8207566914882417,21.008295965577048,3.044917405693164,24.4182584495674,3.1953311495778802,23.732285711312635,3.1668363873982845,16.747311391903985,2.818237731471158,D
teriyaki,6.712,7.878,2.003,500,6.042,8.012,0.176,1.97,Japanese,grill,2.45,2.1555,0.285,1328.7,1327.7,0.6,2.937,grill,6,395,,0.1548325129450872,0.3115435020928842,0.406,0.2907920050126571,0.2568021319957647,0.2959798792827139,0.3195940037594929,0.2907920050126571,23.081790022761634,1.903896969164905,-1.23514702677961,3.1390439959445153,-1.2758543635988546,0.2566731100292968,-1.5325274736281513,23.081790022761634,3.1390439959445153,26.136854658631485,3.263346374201506,22.677217168498252,3.1213607715296505,21.001645591107664,3.04460079613464,D
thai_iced_tea,7.216,7.947,1.529,500,7.352,8.016,0.134,0.664,Thai,cold,0.3815,0.372,0.0,224.6,223.6,0.0,0.81,cold,3,120,,0.023923160519082,0.0392047040063783,0.01,0.0243759548418201,0.0242627562611355,0.0280831421329596,0.020781966131365,0.0243759548418201,296.0294292808592,1.9763007827603225,-3.7141580898677202,5.690458872628042,0.5741216862582801,-1.4041903071146282,1.9783119933729083,296.0294292808592,5.690458872628042,297.4105630182962,5.695113551277947,256.9513043033382,5.548886589523188,347.224124723662,5.849970464023418,A
tikka_masala,7.079,7.96,1.781,500,7.289,8.02,0.156,0.731,Indian,simmer,2.3429,2.1434,0.19,1215.7,1214.7,0.4,4.2305,simmer,11,455,,0.1480544652560251,0.2836707693840941,0.274,0.2352417448800396,0.213444924974036,0.2473490010060533,0.2449313086600298,0.2352417448800396,30.09244810528804,1.9571326547920522,-1.44714159197171,3.4042742467637623,0.07125121238838317,-0.08963258291949981,0.160883795307883,30.09244810528804,3.4042742467637623,33.16546411614662,3.501509097034483,28.619480859867135,3.3540876348955555,28.901980880793857,3.3639101353574734,C
tiramisu,7.448,7.973,1.315,500,7.718,8.028,0.115,0.31,Italian,cold,1.522,1.5125,0.0,947.6,946.6,0.0,3.946,cold,5,205,,0.0961020903918685,0.2175408610723539,0.01,0.1078809838214075,0.1049362604640227,0.1352959531341441,0.0834107378660556,0.1078809838214075,69.0390441037306,2.007945539974766,-2.226726661161836,4.234672201136602,1.4256979631766438,-0.8836118821631063,2.30930984533975,69.0390441037306,4.234672201136602,70.97641908588443,4.262347696324486,55.04968794310802,4.00823619454423,89.29305974921725,4.491923766488397,A
tom_kha,7.207,7.957,1.595,500,7.356,8.027,0.14,0.671,Thai,boil,1.2495,1.05,0.19,895.9,894.9,0.4,1.545,simmer,7,330,,0.0788563574761874,0.2047884692047039,0.274,0.1858816088936304,0.1591252960392697,0.1906083239713988,0.2079112066702228,0.1858816088936304,38.771990639074794,1.975052775942304,-1.682645319252838,3.657698095195142,0.5410863996536872,-0.39734844340353276,0.93843484305722,38.771990639074794,3.657698095195142,45.29135328817501,3.8131161376289957,37.81052080958136,3.6325873921952105,34.663836141508924,3.545696957375574,B
tom_yum,7.086,7.914,1.647,500,7.1,8.017,0.144,0.917,Thai,boil,1.563,1.3635,0.19,430.0,429.0,0.4,0.348,boil,8,225,,0.0986968612158793,0.0898689455850109,0.274,0.1541886022669634,0.1403156670041924,0.1381086880964753,0.1841414517002225,0.1541886022669634,45.956704294726286,1.9581210064432804,-1.869578735844416,3.827699742287696,0.09694532419195652,-0.5949257111836748,0.6918710353756313,45.956704294726286,3.827699742287696,50.50041917121259,3.921981636666917,51.30741662718642,3.937835315356329,38.48128672047087,3.650172063920121,B
tteokbokki,6.906,7.81,1.718,500,6.467,8.008,0.151,1.54,Korean,simmer,1.1205,0.921,0.19,499.0,498.0,0.4,0.593,simmer,6,230,,0.0706923224445438,0.1068885788319712,0.274,0.1505269670921717,0.1305683059302647,0.1396173700271216,0.1813952253191288,0.1505269670921717,45.878822468875434,1.9323905989678005,-1.8936130275079344,3.826003626475735,-0.5637604078998789,-0.6177526989152294,0.053992291015350524,45.878822468875434,3.826003626475735,52.891855728666876,3.968249371031983,49.46375940657286,3.9012402682337006,38.07156438572331,3.6394676618990567,B
udon,6.941,7.866,1.793,500,6.796,8.005,0.157,1.209,Japanese,boil,0.7345,0.535,0.19,524.2,523.2,0.4,0.959,boil,5,290,,0.0462635044428818,0.1131044448873828,0.274,0.1444559831100882,0.1199078634432866,0.1366180985544119,0.1768419873325661,0.1444559831100882,48.04923860239382,1.9374458563574466,-1.9347804329893694,3.8722262893468162,-0.43528984888202193,-0.6555998000769032,0.22030995119488128,48.04923860239382,3.8722262893468162,57.88611189192707,4.058477492109764,50.80586008328579,3.9280117039016407,39.24972855539602,3.6699445284184145,B
vindaloo,7.325,7.958,1.467,500,7.586,8.017,0.129,0.431,Indian,simmer,1.7869,1.5874,0.19,1368.3,1367.3,0.4,3.7205,simmer,9,315,,0.1128668413987086,0.3213112916085309,0.274,0.2360593776690798,0.2052612436014871,0.2573723561539426,0.2455445332518099,0.2360593776690798,31.030328353523675,1.991293154903131,-1.4436719053098617,3.434965060212993,0.9742157129138902,-0.08453538105383351,1.0587510939677238,31.030328353523675,3.434965060212993,35.68623024725225,3.5747649070214957,28.46071003685681,3.348524540939983,29.831655801874824,3.395570104926974,C
waffle,7.266,7.944,1.466,500,7.441,8.021,0.128,0.58,American,bake,1.208,0.961,0.2375,550.2,549.2,0.5,2.3245,pan_fry,5,265,,0.0762299431055424,0.1195176400239186,0.34,0.1785825277098203,0.1529943815587509,0.1638163057883449,0.2189368957823652,0.1785825277098203,40.68707108797655,1.9832059337990102,-1.7227044444976627,3.705910378296673,0.7576510562837887,-0.4428516212683053,1.200502677552094,40.68707108797655,3.705910378296673,47.49194006977182,3.860560013901204,44.35455899846666,3.792215499379253,33.187645115891236,3.50217767159949,B
wonton_soup,6.753,7.846,1.948,500,6.226,8.01,0.171,1.784,Chinese,boil,1.2425,1.043,0.19,723.1,722.1,0.4,1.6915,boil,7,178,,0.0784133478233075,0.1621653876818815,0.274,0.1715262451683963,0.1482480208321241,0.1691860307967677,0.1971446838762973,0.1715262451683963,39.370068372745095,1.909986850592705,-1.763018991032632,3.673005841625337,-1.1253602801779357,-0.4868411689196854,-0.6385191112582502,39.370068372745095,3.673005841625337,45.552041518632414,3.818855441991018,39.91464288273271,3.6867432461138,34.25403042689863,3.5338042344826452,B
xiao_long_bao,7.102,7.92,1.609,500,6.974,8.028,0.141,1.055,Chinese,steam,0.862,0.71,0.1425,650.8,649.8,0.3,1.6725,steam,5,158,,0.0543326088346225,0.144331771975284,0.208,0.1355547936033021,0.1152492474111322,0.1377490381962976,0.1536660952024766,0.1355547936033021,52.39209777253496,1.9603764345208963,-1.9983793395660985,3.9587557740869945,0.15567472260011953,-0.7110906761386363,0.8667653987387558,52.39209777253496,3.9587557740869945,61.62296205427543,4.1210345617028485,51.55752877112202,3.942698247735419,46.217091614400175,3.83334967803731,A
yakitori,6.842,7.845,1.81,500,6.359,8.009,0.159,1.649,Japanese,grill,1.4135,1.119,0.285,725.1,724.1,0.6,1.936,grill,4,180,,0.0892354407722303,0.162658710384692,0.406,0.2192980503856408,0.1867823979822882,0.2051382153854036,0.2659735377892306,0.2192980503856408,31.19954777513152,1.923080086555413,-1.5173235137681689,3.440403600323582,-0.7986780015325309,-0.18902711602997016,-0.6096508855025607,31.19954777513152,3.440403600323582,36.630860690892284,3.6008910733995316,33.353122367500305,3.5071513921920623,25.72436362230106,3.2474385436998867,C
