dish_id,H_mean,H_median,H_std,H_n,H_q25,H_q75,H_ci95,H_iqr,cuisine,cook_method_h,E_carbon,E_carbon_ingredients,E_carbon_cooking,E_water,E_water_ingredients,E_energy,E_land,cook_method_e,n_ingredients,total_grams,missing_ingredients,E_carbon_norm,E_water_norm,E_energy_norm,E_composite_equal,E_composite_carbon_first,E_composite_water_first,E_composite_energy_first,E_composite,DEI,log_H,log_E,log_DEI,Z_H,Z_E,DEI_z,DEI_equal,log_DEI_equal,DEI_carbon_first,log_DEI_carbon_first,DEI_water_first,log_DEI_water_first,DEI_energy_first,log_DEI_energy_first,DEI_tier
edamame,7.174,7.934,1.518,500,7.164,8.014,0.133,0.85,Japanese,boil,0.5004,0.3009,0.19,322.8,321.8,0.4,0.27,boil,2,153,,0.0314479959087131,0.0634268487143711,0.274,0.122958281541028,0.1000807101329493,0.1080754233343638,0.160718711155771,0.122958281541028,58.34499238350384,1.970463379110091,-2.095910155605574,4.066373534715665,0.41995701543685304,-0.789618550320495,1.2095755657573481,58.34499238350384,4.066373534715665,71.68214524527164,4.272241696305776,66.37956881098745,4.195389310503744,44.63699309439367,3.798562956807779,A
elote,7.372,7.965,1.319,500,7.51,8.024,0.116,0.515,Mexican,grill,0.903,0.6085,0.285,384.9,383.9,0.6,2.006,grill,5,250,,0.0569273796586332,0.0787445186366354,0.406,0.1805572994317562,0.1496498194884755,0.155104104232976,0.2369179745738172,0.1805572994317562,40.82914411768955,1.9976890398075768,-1.7117071032098954,3.7093961430174724,1.1467333207378678,-0.43054070340854994,1.5772740241464178,40.82914411768955,3.7093961430174724,49.26166984496574,3.897146290716421,47.52936768795491,3.861347787107065,31.116254531810906,3.437730336405264,B
enchilada,6.83,7.924,1.983,500,6.798,8.01,0.174,1.212,Mexican,bake,2.3305,1.941,0.38,879.3,878.3,0.8,5.294,bake,6,330,,0.1472697052994949,0.2006938907713772,0.538,0.2953211986902908,0.2583083253425918,0.2716643717105624,0.3559908990177181,0.2953211986902908,23.127361091212276,1.9213246735826988,-1.219691705845425,3.141016379428124,-0.8427250503386515,0.2849085413537896,-1.1276335916924412,23.127361091212276,3.141016379428124,26.44126932781372,3.274926021690968,25.141316680557736,3.224512575718946,19.185883737044815,2.954174786596556,D
escargot,7.185,7.971,1.611,500,7.4,8.028,0.141,0.628,French,bake,0.962,0.5725,0.38,424.5,423.5,0.8,1.962,bake,4,95,,0.0606613181614779,0.0885123081522822,0.538,0.22905787543792,0.1869587361188095,0.1939214836165106,0.30629340657844,0.22905787543792,31.36761827666258,1.9719955195309882,-1.4737805761890834,3.4457760957200714,0.4603334768424623,-0.12818342295419272,0.588516899796655,31.36761827666258,3.4457760957200714,38.430940159084294,3.648862868474342,37.0510779208388,3.6122974449987426,23.457899666410096,3.1552073109314183,C
fajita,6.671,7.832,1.959,500,5.85,7.995,0.172,2.146,Mexican,grill,1.6045,1.31,0.285,830.3,829.3,0.6,2.221,grill,5,325,,0.1013232755865243,0.1886074845525213,0.406,0.2319769200463485,0.1993135089313925,0.2211345611728917,0.2754826900347614,0.2319769200463485,28.75717118180183,1.8977697737273784,-1.4611173948233878,3.3588871685507664,-1.4263484470197703,-0.10998581661613123,-1.316362630403639,28.75717118180183,3.3588871685507664,33.4698838817608,3.510646045894265,30.167152364683282,3.406753662394898,24.215677577267122,3.1870002571802973,C
falafel,7.341,7.959,1.417,500,7.506,8.023,0.124,0.517,Mediterranean,deep_fry,0.8195,0.335,0.475,871.3,870.3,1.0,1.368,deep_fry,7,258,,0.0516429073707089,0.1987205999601355,0.67,0.3067878357769481,0.2430016036753883,0.279771026822745,0.3975908768327111,0.3067878357769481,23.928588894043756,1.9934750731286444,-1.1815988589812332,3.1750739321098775,1.0329451113220531,0.35639266568745065,0.6765524456346025,23.928588894043756,3.1750739321098775,30.209677174832205,3.4081623093048146,26.239314640150532,3.2672588448380817,18.463703338667834,2.9158068231833894,D
fish_and_chips,6.801,7.913,1.966,500,6.583,8.014,0.172,1.431,Other,deep_fry,2.0975,1.613,0.475,769.4,768.4,1.0,1.173,deep_fry,5,530,,0.1325238125679217,0.1735858082519433,0.67,0.3253698736066217,0.2771583583469467,0.2874238572679521,0.4115274052049663,0.3253698736066217,20.902365436028468,1.9170696601935016,-1.1227926711303742,3.0398623313238757,-0.9491720849534466,0.47223488625749194,-1.4214069712109385,20.902365436028468,3.0398623313238757,24.538318240024036,3.20023590555802,23.661918897914376,3.1638669583010586,16.52623838408205,2.804949322965108,D
french_fries,6.585,7.818,2.069,500,5.534,8.005,0.181,2.47,American,deep_fry,0.6991,0.2146,0.475,178.4,177.4,1.0,0.51,deep_fry,3,232,,0.0440231413411749,0.027808949571457,0.67,0.247277363637544,0.1964638080634517,0.1924102601210222,0.352958022728158,0.247277363637544,26.630015392966616,1.8847943351952443,-1.3972446426614702,3.2820389778567147,-1.7420189634636472,-0.014601371833635595,-1.7274175916300116,26.630015392966616,3.2820389778567147,33.51762375426038,3.512071382715013,34.22374667472601,3.532919750335271,18.656609500194445,2.926200480099382,D
french_onion_soup,7.065,7.944,1.746,500,7.181,8.02,0.153,0.839,French,simmer,4.4295,4.23,0.19,1218.5,1217.5,0.4,20.822,simmer,5,350,,0.2801093140701911,0.2843614211680287,0.274,0.2794902450794066,0.2796450123271027,0.2807080391015621,0.278117683809555,0.2794902450794066,25.27816310008511,1.9551530161364907,-1.274787888321964,3.229940904458455,0.019862988781242985,0.1862168458123242,-0.16635385703108121,25.27816310008511,3.229940904458455,25.264173107210727,3.2293873094218384,25.168498994942695,3.225593172682581,25.402915424960387,3.2348639479479635,D
fresh_spring_roll,7.119,7.897,1.564,500,7.014,8.014,0.137,1.0,Vietnamese,raw,1.0375,1.028,0.0,406.0,405.0,0.0,0.369,raw,7,200,,0.0654394937032538,0.0839490731512856,0.01,0.0531295222848464,0.0562070151394483,0.0608344100014562,0.0423471417136348,0.0531295222848464,133.99329965423914,1.9627672661217361,-2.9350225299986996,4.897789796120436,0.21807470840879067,-1.2249377874264187,1.4430124958352093,133.99329965423914,4.897789796120436,126.65678798879333,4.84148097144882,117.02258639197112,4.762366962251981,168.1105196695683,5.1246216182873985,A
fried_chicken,7.048,7.904,1.653,500,6.885,8.019,0.145,1.134,American,deep_fry,2.6084,2.1239,0.475,1467.3,1466.3,1.0,3.939,deep_fry,6,375,,0.1648571885188263,0.3457307653976479,0.67,0.393529317972158,0.3363612856088251,0.3815796798285306,0.4626469884791185,0.393529317972158,17.90972026256667,1.9527438886338784,-0.9325997082529256,2.8853435968868038,-0.042536997027431425,0.8971474529252476,-0.939684449952679,17.90972026256667,2.8853435968868038,20.953659952996333,3.042313330537011,18.470585234431613,2.916179479384946,15.234077332199279,2.7235348482275428,E
fried_rice,6.66,7.859,2.067,500,5.858,8.016,0.181,2.158,Chinese,stir_fry,1.509,1.262,0.2375,794.5,793.5,0.5,1.112,stir_fry,7,335,,0.0952793581793773,0.1797770081722144,0.34,0.2050187887838639,0.1775839311327423,0.1987083436309515,0.2387640915878979,0.2050187887838639,32.48482755900555,1.8961194845522977,-1.584653651439358,3.480773135991656,-1.4667249084253826,-0.2780454135500016,-1.188679494875381,32.48482755900555,3.480773135991656,37.50339322661865,3.624431414925914,33.516458736977846,3.512036623761378,27.893641609622893,3.3283987635576584,C
gazpacho,7.436,7.964,1.267,500,7.696,8.02,0.111,0.324,Spanish,cold,0.668,0.6585,0.0,344.6,343.6,0.0,0.6675,raw,8,370,,0.0420549127405229,0.0688040661750049,0.01,0.0402863263051759,0.0407284729140127,0.0474157612726332,0.0327147447288819,0.0402863263051759,184.5787561683091,2.0063330698591977,-3.2117431652422823,5.2180762351014796,1.3816509143705198,-1.3050035130017603,2.68665442737228,184.5787561683091,5.2180762351014796,182.57497686444393,5.207160920788072,156.8254900990446,5.055133659111318,227.29812082058515,5.426262463426985,A
gelato,7.564,7.973,1.07,500,7.817,8.025,0.094,0.208,Italian,cold,1.2235,1.214,0.0,500.4,499.4,0.0,3.066,cold,4,280,,0.077210893051205,0.1072339047239386,0.01,0.0648149325917145,0.0679139227065871,0.0754196756247705,0.0511111994437859,0.0648149325917145,116.70150222399414,2.023400150796211,-2.736219260941248,4.759619411737459,1.851486101635824,-1.1520898096842793,3.0035759113201035,116.70150222399414,4.759619411737459,111.37627895062457,4.712914369007866,100.29213116259696,4.608087238875306,147.99104858259457,4.997151789384935,A
general_tso,6.649,7.783,2.021,500,5.902,8.001,0.177,2.099,Chinese,deep_fry,2.3185,1.834,0.475,1272.8,1271.8,1.0,3.2595,deep_fry,9,350,,0.1465102601802723,0.2977551325493322,0.67,0.3714217975765348,0.3151939132274692,0.3530051313197342,0.4460663481824011,0.3714217975765348,17.9014803207125,1.894466467420318,-0.9904169414881231,2.884883408908441,-1.5071013698309952,0.759327033152081,-2.266428402983076,17.9014803207125,2.884883408908441,21.094950508138616,3.049033699431744,18.83542025336077,2.935739153258282,14.905854313137192,2.7017540427056606,E
gnocchi,7.211,7.953,1.618,500,7.524,8.02,0.142,0.496,Italian,boil,1.189,0.9895,0.19,467.3,466.3,0.4,3.085,boil,5,325,,0.0750274883334398,0.0990694139924257,0.274,0.1493656341086219,0.1307810976648263,0.1367915790795728,0.1805242255814664,0.1493656341086219,48.27750401244243,1.9756076379346226,-1.9013580587901766,3.876965696724799,0.5557687492557296,-0.6249925610266287,1.1807613102823584,48.27750401244243,3.876965696724799,55.13793758239274,4.009838001602564,52.71523326596955,3.964904470058856,39.94477736588236,3.687497934401947,B
green_curry,7.287,7.967,1.559,500,7.62,8.029,0.137,0.409,Thai,simmer,2.321,2.1215,0.19,1536.4,1535.4,0.4,2.619,simmer,8,575,,0.1466684779134437,0.3627750647797488,0.274,0.2611478475643975,0.232528005151659,0.2865546518682353,0.2643608856732982,0.2611478475643975,27.903733720045572,1.986091938688145,-1.3426685662766353,3.32876050496478,0.8347333916945022,0.0718685661352727,0.7628648255592295,27.903733720045572,3.32876050496478,31.338160731423667,3.4448365476314624,25.429704080849252,3.2359179427500915,27.56459217270668,3.3165320568190717,C
grilled_cheese,7.194,7.954,1.557,500,7.326,8.024,0.137,0.697,American,pan_fry,1.7955,1.5485,0.2375,516.5,515.5,0.5,6.108,pan_fry,3,155,,0.1134111104008182,0.1112051524815626,0.34,0.1882054209607936,0.1695068433207998,0.1689553538409859,0.2261540657205952,0.1882054209607936,38.22419122294375,1.9732473452734323,-1.6702212479906786,3.643468593264111,0.49336876344705516,-0.38286157428211887,0.876230337729174,38.22419122294375,3.643468593264111,42.440764390762745,3.7481093246760153,42.57929586990601,3.7513681226894757,31.810173197982277,3.45978615051147,B
guacamole,6.93,7.902,1.824,500,6.911,8.003,0.16,1.092,Mexican,raw,0.4681,0.4586,0.0,328.1,327.1,0.0,0.2365,raw,7,220,,0.0294038227961388,0.0647341538768188,0.01,0.0347126588909858,0.0333854498672741,0.0422180326374441,0.0285344941682394,0.0347126588909858,199.63898535584624,1.9358598132018119,-3.3606508490176483,5.29651066221946,-0.4756663102876344,-1.339750294592507,0.8640839843048727,199.63898535584624,5.29651066221946,207.57545660012488,5.3354949198331365,164.14786684904948,5.100767648730965,242.86395122831738,5.492501415065577,A
gyro,7.158,7.929,1.622,500,7.415,8.012,0.142,0.597,Mediterranean,roast,4.2615,3.872,0.38,1720.4,1719.4,0.8,55.99,roast,7,330,,0.2694770824010739,0.4081607534383097,0.538,0.4052126119464612,0.3712787295601144,0.4059496473194233,0.4384094589598459,0.4052126119464612,17.66480062310043,1.968230612343834,-0.9033433818539307,2.8715739941977647,0.36122761702869005,0.9699822372455441,-0.6087546202168541,17.66480062310043,2.8715739941977647,19.27931613125453,2.9590328181826955,17.63272870728151,2.869756760796257,16.327202467261557,2.792832579830387,E
hamburger,6.712,7.893,1.944,500,5.979,8.011,0.17,2.033,American,grill,9.981,9.6865,0.285,2552.6,2551.6,0.6,51.339,grill,6,300,,0.6314476123505721,0.6134323300777356,0.406,0.5502933141427692,0.5705818886947199,0.5660780681265108,0.5142199856070769,0.5502933141427692,12.19713165233664,1.903896969164905,-0.597303844467298,2.5012008136322033,-1.2758543635988546,1.8744293629231719,-3.1502837265220265,12.19713165233664,2.5012008136322033,11.763429812598101,2.464995550679805,11.85702181010828,2.472920249903126,13.052779331546125,2.5690010866900237,E
hot_and_sour_soup,6.726,7.809,1.946,500,6.25,8.008,0.171,1.758,Chinese,boil,0.713,0.5135,0.19,403.6,402.6,0.4,0.482,boil,8,215,,0.0449028319376078,0.083357085907913,0.274,0.1340866392818403,0.1117906874457822,0.1214042509383585,0.1690649794613802,0.1340866392818403,50.161597277879714,1.9059806133180779,-2.009269126157478,3.9152497394755557,-1.2244661399917112,-0.7202432921378378,-0.5042228478538734,50.161597277879714,3.9152497394755557,60.166013410214234,4.097107631597921,55.40168443866964,4.014609998321153,39.78352004908522,3.683452757421641,B
hummus,7.347,7.963,1.419,500,7.653,8.022,0.124,0.368,Mediterranean,raw,0.2991,0.2896,0.0,1112.0,1111.0,0.0,1.46,raw,6,212,,0.0187083040337531,0.2580919872433725,0.01,0.0956000970923752,0.0763771488277196,0.1362230696301245,0.0742000728192814,0.0956000970923752,76.85138638406234,1.9942920666381405,-2.3475814433146778,4.341873509952818,1.0549686357251151,-0.960172117498998,2.015140753224113,76.85138638406234,4.341873509952818,96.19369291425488,4.566363793300482,53.933595975694246,3.9877535857038975,99.01607533316103,4.595282214055492,A
ice_cream,7.338,7.943,1.397,500,7.553,8.02,0.122,0.467,Other,cold,1.5265,1.517,0.0,653.7,652.7,0.0,4.006,cold,4,280,,0.096386882311577,0.1450470898943591,0.01,0.0838113240686453,0.0869552136293783,0.0991202655250738,0.065358493051484,0.0838113240686453,87.55380113061861,1.9930663259330903,-2.4791871485395447,4.472253474472635,1.0219333491205222,-1.0336644684124319,2.055597817532954,87.55380113061861,4.472253474472635,84.38826947486005,4.435428404677595,74.03127868078354,4.304487688773536,112.27309041871165,4.720934210757123,A
japchae,7.318,7.937,1.393,500,7.499,8.019,0.122,0.52,Korean,stir_fry,4.039,3.792,0.2375,1118.6,1117.6,0.5,19.8775,stir_fry,9,280,,0.2553957041488205,0.259719952162647,0.34,0.2850385521038225,0.277627840115072,0.2787089021185286,0.2987789140778669,0.2850385521038225,25.673720084483485,1.990337066597015,-1.255130837321993,3.2454679039190077,0.9485216011103168,0.2208055282810643,0.7277160728292524,25.673720084483485,3.2454679039190077,26.35902795975653,3.2718108333761053,26.25678600279448,3.2679244700207155,24.493026968070456,3.1983884634924142,D
katsu,6.973,7.884,1.756,500,6.839,8.025,0.154,1.186,Japanese,deep_fry,2.1645,1.68,0.475,1433.4,1432.4,1.0,3.933,deep_fry,6,350,,0.1367640478169149,0.3373689455850109,0.67,0.3813776644673086,0.3202242603047102,0.3703754847467342,0.4535332483504815,0.3813776644673086,18.283713624759795,1.9420455482388737,-0.9639651494936455,2.906010697732519,-0.3178310520656959,0.8213928700047686,-1.1392239220704645,18.283713624759795,2.906010697732519,21.775364531609267,3.0807792634300943,18.82684002362682,2.9352835125283154,15.37483751270955,2.7327322453576834,E
kebab,7.286,7.952,1.518,500,7.558,8.019,0.133,0.461,Mediterranean,grill,5.291,4.9965,0.285,2279.8,2278.8,0.6,74.2845,grill,6,303,,0.3346311449210509,0.546143113414391,0.406,0.4289247527784806,0.4053513508141232,0.4582293429374583,0.4231935645838605,0.4289247527784806,16.986662468889676,1.985954698586372,-0.8464737768875165,2.8324284754738884,0.8310628042939908,1.1178060159736347,-0.2867432116796439,16.986662468889676,2.8324284754738884,17.97452996114733,2.888955753676738,15.900334870074946,2.766340170015409,17.216707931663734,2.8458803036999165,E
kimbap,7.307,7.95,1.425,394,7.398,8.028,0.141,0.63,Korean,raw,2.6715,2.662,0.0,1000.1,999.1,0.0,10.481,cold,7,275,,0.1688506041040721,0.2304905820211281,0.01,0.1364470620417334,0.1445479475573181,0.1599579420365821,0.1048352965313,0.1364470620417334,53.55190423788749,1.9888327928090808,-1.9918185634503343,3.980651356259415,0.9081451397047077,-0.7055281884179739,1.6136733281226816,53.55190423788749,3.980651356259415,50.550700466380064,3.9229768022721574,45.68075774773911,3.821677153383095,69.69980761983534,4.244197557645529,A
kimchi,7.178,7.937,1.525,500,7.195,8.019,0.134,0.824,Korean,raw,0.1615,0.152,0.0,115.8,114.8,0.0,0.0725,raw,7,255,,0.01,0.0123679489734901,0.01,0.0107893163244967,0.0105919872433725,0.011183974486745,0.0105919872433725,0.0107893163244967,665.2877517088497,1.9710207927254155,-4.529198863675368,6.500219656400783,0.43463936503889217,-1.488890725354862,1.9235300903937542,665.2877517088497,6.500219656400783,677.6820850583387,6.518678276878004,641.8111923008415,6.464294167446794,677.6820850583387,6.518678276878004,A
kimchi_jjigae,6.817,7.894,1.837,222,5.994,8.024,0.242,2.03,Korean,boil,1.121,0.9215,0.19,782.3,781.3,0.4,1.679,simmer,7,300,,0.0707239659911781,0.1767677396850707,0.274,0.1738305685587496,0.1480539179168567,0.1745648613403299,0.1988729264190622,0.1738305685587496,39.21634759939277,1.9194194923806482,-1.749674198079432,3.6690936904600804,-0.8904426865452836,-0.4724757940939092,-0.41796689245137436,39.21634759939277,3.6690936904600804,46.044036496408374,3.8295982536945044,39.05138724745781,3.6648784005575896,34.27817009961082,3.5345087113132467,B
korean_fried_chicken,6.228,7.355,2.071,500,4.342,7.978,0.182,3.636,Korean,deep_fry,2.5675,2.083,0.475,1444.4,1443.4,1.0,3.8615,deep_fry,8,395,,0.1622687464041424,0.3400822204504684,0.67,0.3907836556182036,0.3336549283146883,0.3781082968262698,0.4605877417136527,0.3907836556182036,15.937206969793968,1.829055253971752,-0.9396011825688586,2.7686564365406108,-3.0524186654457837,0.8800307283263056,-3.9324493937720892,15.937206969793968,2.7686564365406108,18.665991332596263,2.9267032228016636,16.47147140720266,2.801629878827061,13.521853570892354,2.6043071596564698,E
korma,7.243,7.969,1.602,500,7.591,8.02,0.14,0.429,Indian,simmer,2.2049,2.0054,0.19,1407.1,1406.1,0.4,4.151,simmer,9,375,,0.1393208463849645,0.3308817520430536,0.274,0.2480675328093393,0.2208808612032456,0.2687710876177679,0.2545506496070045,0.2480675328093393,29.197694345462182,1.980035485213189,-1.3940542601716381,3.3740897453848273,0.6732275460720556,-0.009675380813394143,0.6829029268854497,29.197694345462182,3.3740897453848273,32.79143317598389,3.490167297616678,26.94858313890002,3.2939307222772287,28.454062133340923,3.3482909318682905,C
kung_pao_chicken,6.489,7.776,2.18,500,5.476,8.004,0.191,2.528,Chinese,stir_fry,1.9045,1.6575,0.2375,1127.7,1126.7,0.5,2.833,stir_fry,9,320,,0.1203094035670907,0.2619645704604345,0.34,0.2407579913425084,0.210645844398654,0.2460596361219899,0.2655684935068813,0.2407579913425084,26.952376383505314,1.8701084356390314,-1.4239630353241268,3.294071470963158,-2.094395353912625,-0.055243769093947195,-2.039151584818678,26.952376383505314,3.294071470963158,30.80525997806707,3.427685453907211,26.371655677743604,3.2722897848084544,24.434374403045894,3.195990927899828,D
larb,7.071,7.913,1.697,500,7.214,8.022,0.149,0.808,Thai,raw,1.4525,1.2055,0.2375,989.5,988.5,0.5,2.679,stir_fry,7,265,,0.091703637409704,0.2278759716962327,0.34,0.2198598697019789,0.1878208116289102,0.2218638952005424,0.2498949022764842,0.2198598697019789,32.161394480879,1.9560019126221038,-1.5147648914724623,3.4707668040945663,0.04188651318430167,-0.1855246800883201,0.22741119327262177,32.161394480879,3.4707668040945663,37.647585156700494,3.628268812924629,31.870890906375436,3.461693082427466,28.29589533673893,3.3427167530250825,C
lasagna,6.885,7.942,1.903,500,6.798,8.013,0.167,1.215,Italian,bake,9.715,9.3255,0.38,2622.1,2621.1,0.8,46.906,bake,7,425,,0.6146132455411366,0.6305752940003985,0.538,0.5943961798471784,0.599450446270668,0.6034409583854834,0.5802971348853838,0.5943961798471784,11.58318346152588,1.929345132180618,-0.5202092125050639,2.449554344685682,-0.6408427433105924,2.149370892131696,-2.790213635442288,11.58318346152588,2.449554344685682,11.485519850445215,2.441087098542495,11.40956692502434,2.4344522074152017,11.864611396642301,2.473560137277392,E
lo_mein,6.505,7.776,2.125,500,5.239,8.001,0.186,2.762,Chinese,stir_fry,1.199,0.952,0.2375,762.1,761.1,0.5,1.77,stir_fry,7,320,,0.0756603592661254,0.1717851803866852,0.34,0.1958151798842702,0.165776474729734,0.1898076800098739,0.2318613849132026,0.1958151798842702,33.22010072888402,1.8725711119644686,-1.630584024392002,3.5031551363564706,-2.035665955504462,-0.33542160134812216,-1.70024435415634,33.22010072888402,3.5031551363564706,39.23958457076087,3.66968604775939,34.271532109035874,3.5343150418914457,28.055555703832052,3.334186676664298,C
lobster_roll,7.177,7.937,1.526,500,7.309,8.017,0.134,0.708,American,boil,2.36,2.1605,0.19,779.3,778.3,0.4,1.495,boil,6,265,,0.1491366745509173,0.176027755630855,0.274,0.1997214767272574,0.1870752761831724,0.1937980464531568,0.2182911075454431,0.1997214767272574,35.93504372992904,1.9708814684479348,-1.610831499389194,3.5817129678371287,0.43096877763838076,-0.3110693691201389,0.7420381467585196,35.93504372992904,3.5817129678371287,38.36423575808452,3.647125665141487,37.03339704063922,3.611820128245281,32.87811437076481,3.492807219722451,B
mac_and_cheese,6.986,7.939,1.781,500,6.939,8.019,0.156,1.08,American,bake,2.8415,2.452,0.38,822.0,821.0,0.8,9.13,bake,5,310,,0.1796094099597264,0.186560195335858,0.538,0.3013898684318615,0.2709447538138277,0.2726824501578606,0.3605424013238961,0.3013898684318615,23.179279503814513,1.9439081463846402,-1.199350608378424,3.143258754763064,-0.2701134158590639,0.32274121531633754,-0.5928546311754015,23.179279503814513,3.143258754763064,25.783854094478016,3.249748485735026,25.619543890542584,3.243355493442925,19.37636176590523,2.9640538574614403,D
mango_sticky_rice,7.382,7.963,1.419,500,7.674,8.022,0.124,0.348,Thai,steam,1.1553,1.0033,0.1425,843.6,842.6,0.3,0.802,steam,5,371,,0.0728947132902895,0.1918880805262108,0.208,0.1575942646055001,0.1364193767766975,0.1661677185856778,0.1701956984541251,0.1575942646055001,46.841806194401094,1.9990446046078068,-1.8477314943176473,3.846776098925454,1.1834391947429688,-0.5736944828639344,1.757133677606903,46.841806194401094,3.846776098925454,54.11254745785467,3.9910660897897454,44.424994594806115,3.7938022523706145,43.37359913940339,3.769850941247576,B
mapo_tofu,6.879,7.744,1.757,500,6.736,8.003,0.154,1.267,Chinese,stir_fry,1.3605,1.1135,0.2375,933.4,932.4,0.5,1.5205,stir_fry,7,300,,0.085881224828997,0.2140382698823998,0.34,0.2133064982371322,0.1814501798850984,0.2134894411484491,0.2449798736778492,0.2133064982371322,32.249369132452,1.928473292543877,-1.5450251887221362,3.473498481266013,-0.6628662677136544,-0.22637903146069172,-0.4364872362529627,32.249369132452,3.473498481266013,37.91123273813264,3.6352474464918494,32.221734072631314,3.472641196059483,28.07985773168431,3.3350525126093165,C
massaman_curry,7.313,7.971,1.517,500,7.603,8.031,0.133,0.427,Thai,simmer,10.3715,10.172,0.19,3286.4,3285.4,0.4,49.873,simmer,9,630,,0.6561612222719426,0.7944324297388876,0.274,0.5748645506702768,0.5951887185706932,0.6297565204374295,0.4996484130027075,0.5748645506702768,12.72125754053409,1.989653586288814,-0.5536208299860484,2.5432744162748624,0.9301686641077663,2.0276088272848694,-1.0974401631771031,12.72125754053409,2.5432744162748624,12.286859229391462,2.508530335945991,11.612424425427756,2.4520755960824183,14.636291859812976,2.6835041881861343,E
minestrone,6.638,7.831,2.009,500,5.579,8.003,0.176,2.424,Italian,simmer,0.5215,0.322,0.19,276.6,275.6,0.4,0.534,simmer,8,260,,0.0327833535766796,0.0520310942794498,0.274,0.1196048159520431,0.0978994503582023,0.1027113855338948,0.1582036119640324,0.1196048159520431,55.49943743621144,1.892810713297783,-2.123562171118755,4.016372884416538,-1.5474778312366075,-0.8105243790565061,-0.7369534521801014,55.49943743621144,4.016372884416538,67.80426218648171,4.216625057077884,64.62769405256886,4.168643019426911,41.95858689692337,3.7366831055759526,A
miso_soup,6.965,7.861,1.719,500,6.701,8.016,0.151,1.315,Japanese,boil,0.4095,0.21,0.19,177.0,176.0,0.4,0.154,boil,3,90,,0.0256951991306015,0.0274636236794897,0.274,0.1090529409366971,0.0882135054851732,0.0886556116223952,0.1502897057025228,0.1090529409366971,63.868062063938595,1.940897607231769,-2.2159218179984954,4.156819425230264,-0.3471957512697774,-0.8763057881871694,0.529110036917392,63.868062063938595,4.156819425230264,78.95616393082425,4.368892811508692,78.562426816991,4.363893554824063,46.343826195163565,3.8360880834671534,A
moussaka,7.124,7.936,1.683,500,7.316,8.013,0.148,0.697,Mediterranean,bake,7.8365,7.447,0.38,2160.3,2159.3,0.8,37.2145,bake,8,465,,0.4957284408361567,0.5166670819214669,0.538,0.5167985075858745,0.5115309908984451,0.5167656511697727,0.5220988806894059,0.5167985075858745,13.78486952928406,1.9634693654274151,-0.660102214316145,2.62357157974356,0.2364276454113412,1.6656195001578231,-1.429191854746482,13.78486952928406,2.62357157974356,13.926819932234245,2.633816472586511,13.785745983452674,2.623635158604794,13.644924866709363,2.6133676478578107,E
naan,7.203,7.952,1.559,500,7.42,8.019,0.137,0.599,Indian,bake,0.7861,0.3966,0.38,284.2,283.2,0.8,1.0705,bake,5,147,,0.0495291184555392,0.0539057205501295,0.538,0.2138116130018896,0.172740989365302,0.1738351398889495,0.2948587097514172,0.2138116130018896,33.68853496248748,1.974497605907226,-1.5426599647386732,3.517157570645899,0.5264040500516481,-0.223230097176489,0.7496341472281371,33.68853496248748,3.517157570645899,41.6982675997504,3.73045958357127,41.43581099081272,3.724145506712644,24.428649253985213,3.195756593277924,C
nachos,6.823,7.926,1.95,500,6.485,8.01,0.171,1.526,Mexican,bake,1.9215,1.532,0.38,668.3,667.3,0.8,5.843,bake,6,250,,0.1213852841526561,0.1486483456248754,0.538,0.2693445432591771,0.2323547284825469,0.2391704938506017,0.3365084074443829,0.2693445432591771,25.3318664541667,1.9202992578332867,-1.3117638889834855,3.232063146816772,-0.8684191621422216,0.12296755965383491,-0.9913867217960565,25.3318664541667,3.232063146816772,29.36458424822847,3.3797893308026907,28.527766490552132,3.350877875814996,20.27586785072431,3.0094314030668827,D
okonomiyaki,7.216,7.921,1.509,377,7.327,8.02,0.152,0.692,Japanese,pan_fry,1.149,0.902,0.2375,755.9,754.9,0.5,1.762,pan_fry,6,315,,0.0724960046026977,0.1702558800079728,0.34,0.1942506282035568,0.163811972303342,0.1882519411546608,0.2306879711526676,0.1942506282035568,37.147885011925396,1.9763007827603225,-1.6386060557444653,3.614906838504788,0.5741216862582801,-0.3451751678057799,0.91929685406406,37.147885011925396,3.614906838504788,44.05050435897098,3.7853368020095126,38.33161005267724,3.6462748835370773,31.28034792600653,3.4429900385694236,B
onigiri,7.085,7.886,1.636,500,7.13,8.014,0.143,0.884,Japanese,raw,1.0421,1.0326,0.0,436.0,435.0,0.0,0.573,cold,3,182,,0.0657306143322892,0.0913489136934422,0.01,0.0556931760085771,0.0582025355895051,0.0646071104297934,0.0442698820064328,0.0556931760085771,127.21486738175724,1.9579798731426437,-2.887897652865271,4.845877526007914,0.09327473679144511,-1.2089557222271232,1.3022304590185683,127.21486738175724,4.845877526007914,121.73009179479021,4.8018062315064105,109.66285216700808,4.697410678820672,160.04108614905473,5.075430570700913,A
